"Finished","ID","Lab.Leak_1_1","Lab.Leak_2_1","Lab.Leak_3_1","USGDPFromSoft_1_1","USGDPFromSoft_2_1","USGDPFromSoft_3_1","ComputeCost_1_1","ComputeCost_2_1","ComputeCost_3_1","GFLOPS_1_1","GFLOPS_2_1","GFLOPS_3_1","Pew_1_1","Pew_2_1","Pew_3_1","Happiness_1_1","Happiness_2_1","Happiness_3_1"
TRUE,"PdyDDKFNjSw",1,2,3,3.07,3.8,4.2,185000000000,200000000000,250000000000,0.2,0.4,0.8,51,54,58,76,78,82
TRUE,"PPjmKYbkQe2",2,7,13,3.4,3.9,5.88,25.3,29.1,44.9,19,20.5,29.2,30,27,24,83,80,76
TRUE,"PhL4Fxfwjkj",0,0,0,15,18,20,100000000000,275000000000,980000000000,950,500,250,30,40,65,80,82,87
TRUE,"PFNtS9FNk73",1,5,10,4,6,8,200000000,1000000000,5000000000,0.03,0.01,0.005,20,35,30,70,60,50
TRUE,"PYVARDjDafq",500,500,620,5.7,5.3,4.7,4600000,200000000000,200000000000,0.1,0.01,0.000001,33,38,43,84,78,68
TRUE,"PZk9lx0pOnk",5,7,9,3.6,4.3,9.7,215000000000,230000000000,275000000000,13,11,10,48,61,72,76,81,93
TRUE,"P80EKmlrlyF",2,10,30,3.29,5.1,7,10000000,20000000,200000000000,50000000000,100000000000,500000000000,37,48,53,79,92,97
TRUE,"PNOQohWXQpx",0,0,1,4,8.5,21.5,100000000,500000000,2000000000,0.03,0.025,0.01,33,42,10,85,82,95
TRUE,"PrHY1Pl3Qea",0,1,2,3,2.85,2.5,4.3,3.5,3000000,0.3,0.4,0.5,55,60,65,83,78,74
TRUE,"PsNdU2ixPgi",0,0,0.01,3.3,4,7,5000000,6000000,8000000,0.015,0.012,0.01,33,25,17,86,86,86
TRUE,"Ptv4OvsRrRM",0,0,1,3.4,3.8,6.1,30000000,200000000,2000000000,0.015,0.04,0.001,35,41,28,85,83,84
TRUE,"POUYckrocsT",0,0,0.1,3.6,4.5,7.5,20000000,200000000000,300000000000,0.72,0.36,0.03,34,37,40,83,79,86
TRUE,"PxUOEMFirMl",0,0,2,4,6,6,8000000,10000000000,75000000000,0.02,0.008,0.01,55,65,30,85,82,95
TRUE,"PnDaw522OsP",0.3,1.2,1.4,5,10,15,5600000,7500000,15500000,11000,13000,15000,20,35,40,90,95,97
TRUE,"PAQXitHKCkb",0,0,2,3.2,5,11,20000000,40000000,110000000,1.5,1,0.5,40,38,32,0,0,0
TRUE,"P4ToEBMNbpT",0,0,1,3.5,5,15,25000000000,50000000000,1000000000000,0.04,10,0.03,40,35,25,72,75,80
TRUE,"PApvQr6bJw9",0,1,2,3,2.9,2.8,40000000,45000000,60000000,14,14.5,15,54,56,60,84,80,70
TRUE,"PUaWg8Bxz21",1,1,1,3.4,3.7,5.3,4800000,5000000,10000000,0.02,0.01,0.01,43,42,46,85,87,88
TRUE,"Pizg7Bo1u8K",1,1,1,5.2,11.08,21.1,70000000,90000000,120000000,0.01,0.001,0.00001,34,35,37,85,84,80
TRUE,"PSfoxPsAQ5k",5,4,4,10,30,60,1000000000,5000000000,10000000000,10,5,2,40,15,20,NA,NA,NA
TRUE,"P0tPTP4x00v",0,1,3,3.2,3.9,5.75,40000000,75000000,300000000,0.03,0.025,0.015,34,35,48,87,85,82
TRUE,"PUOzUAUoIrD",1,3,5,4,6,15,30000000,45000000,70000000,0.5,0.3,0.2,35,45,60,50,55,45
TRUE,"PfzWtwPo4Nk",1,1,5,3.3,5,5.5,60,150,300,0.02,0.02,0.01,33,40,60,85,84,78
TRUE,"PzO59nrjL0b",0,0,1,3.5,4.8,6,5000000,10000000,50000000,0.03,0.02,0.01,35,30,15,87,85,86
TRUE,"P9G5Nsqt0wt",0,0,0,4,7,12,100000000000,300000000000,800000000000,0.03,0.01,0.01,62,55,40,86,90,93
TRUE,"P5leRX5GxgY",1,2,4,4,6,10,50000000000,200000000000,150000000000,0.3,0.2,0.2,58,65,70,81,78,75
TRUE,"P6mt41LgKCq",0,0,2,3.5,4.5,7,10000000,15000000,20000000,0.03,0.02,0.01,34,30,40,84,79,74
TRUE,"PU7t4ACvZYH",1,2,5,3.5,5,15,7000000000,50000000000,200000000000,150000,200000,300000,40,50,70,78,70,65
TRUE,"PW6MZDSGgUt",0,0,0,3.35,5.07,8,6,10,15,0.03,0.02,0.01,40,35,26,80,75,68
TRUE,"PBP0jyZl8dL",1,2,3,3.4,5,10,40,20,5,0.01,0.001,0.0001,50,60,40,85,84,82
TRUE,"Pm2gfxLr6jR",1,4,10,3.02,4,5,10,15,12,0.1,0.01,0.00001,58,55,37,87,89,91
TRUE,"Peh2uqLiBWf",0,1,3,3.5,6,10,5000000,4000000,2000000,0.02,0.001,0.00001,35,20,10,20,15,8
TRUE,"PXqGWSxUXUO",0,0.1,0.5,3.5,4,4,2200000,1000000,200000,0.1,0.001,0.0001,35,40,30,80,75,95
TRUE,"PjOMncdM9Cy",3,5,10,5,8,18,50000000,70000000,200000000,700,500,250,48,40,30,88,90,89
TRUE,"PrW9ghLEuh5",0,1,3,3.6,3.7,4.2,40000000,38000000,36000000,0.02,0.01,0.008,30,35,39,89,87,86
TRUE,"Pc7S9GQytQV",0,1,2,5,10,20,500000000,8000000000,20000000000,0,0,0,30,25,20,75,80,85
TRUE,"Pc79rcojNV0",0.003,0.003,0.03,3,10,30,2999999999999999949668352,2999999999999999778178897805312,29999999999999997578456468848210478709710150838468107809328938113564672,4000000000000,10000000000000,30000000000000,44,50,55,75,50,50
TRUE,"Pzvnj39pW56",0,3,12,12,16,23,10000000000,20000000000,75000000000,3,3,3,36,42,58,36,32,28
TRUE,"Pl3htoWWyJN",0.3,0.1,0,8,9,11,5,3,2,5,3,1,50,30,20,10,15,20
TRUE,"PlwyHQCC0tO",1,1,2,3.2,3.6,4,7000000,10000000,20000000,0.02,0.01,0.005,34,36,38,84,84,83
TRUE,"PnCe91O6KKD",1,1,2,6.5,7.4,9,3000000,5500000,7000000,0.03,0.3,0.5,30,25,20,80,75,65
TRUE,"PcKcSuYZSFL",40,50,40,3,5,10,40000000,NA,NA,1,1,1,40,50,60,84,80,82
TRUE,"P5bFL6MscPG",1,2,5,4,7,20,4000000,5000000,10000000,0.03,0.02,0.005,46,52,47,85,80,75
TRUE,"PKiXMstmOmq",1,3,5,7,15,25,50000000,100000000,200000000,0.05,0.15,0.25,10,5,2,10,12,15
TRUE,"Pzwk6Ytthzh",0,1,2,3.15,4,10,20000000,50000000,100000000,0.001,0.0002,0.000005,48,43,40,90,88,80
TRUE,"P6SF1wvasYK",0,0,1,3.1,3.2,3.23,3500000,2000000,750000,1500,1000,500,33,37,34,86,85,83
TRUE,"PbkpYLBN0BX",1,1,1,3.5,4.5,6,1600000000,1700000000,1800000000,0.1,0.05,0.02,33,35,40,96,98,95
TRUE,"PpQ3yGUCPuz",1,3,5,4,5,6,10,20,35,0.01,0.0001,0.00001,47,52,57,95,95,95
TRUE,"PMwMR3OzZy4",0,0,2,3,2.8,1,100000000000000,300000000000000,10000000000000000,0.3,0.3,0.2,35,40,60,89,85,78
TRUE,"PjxXbkg074N",1,3,10,4,10,45,899999999999999958056960,5000000000000000452984832,499999999999999991611392,1450000,1440000,1400000,35,40,50,81,84,84
TRUE,"PfgcpKdXUUQ",1000000,2000000,50000000,12,25,55,100000,300000,900000,15,5,1,3,10,80,10,5,2
TRUE,"PASV25QLT4f",1,2,3,5,8,11,2999999999999999949668352,2999999999999999778178897805312,299999999999999990590098323753926656,2021,2121,2221,55,58,61,86,87,88
TRUE,"PuZdVVBv8tc",1,3,5,3,6,12,40000000,50000000,95000000,0.03,0.03,0.01,33,22,10,88,60,45
TRUE,"PSPwV4t9jvx",5,3,2,5,6,15,45000000,50000000,70000000,0.05,0.03,0.01,30,25,10,80,85,90
TRUE,"PWjACA9YHuN",0,1,2,3.08,3.12,3.2,4000000,4500000,6000000,0.02,0,0,35,30,25,84,86,88
TRUE,"PB6IXDlIQUz",1,1,1,3.08,4.4,8,10000000,15000000,50000000,3,2,1,42,48,50,80,82,90
TRUE,"P4V78EQ8CUm",0,1,5,3,2.5,2,150000000000,200000000000,300000000000,0.02,0.01,0.005,50,40,30,80,70,75
TRUE,"P7Xw8fDrVzZ",1,2,3,15,20,30,20000000,30000000,45000000,100,120,150,25,20,5,20,40,65
TRUE,"PPebVkRuOMU",0,0,1,8.9,12,18,110000000000,160000000000,200000000000,0.01,0.01,0.01,50,50,25,60,55,60
TRUE,"PY7HOlTvByM",1,0,0,3.1,3.9,4.6,20,27,30,14,16,20,38,45,53,79,72,60
TRUE,"Pv2PJIDmzbi",2,3,5,3.04,3.06,3.05,10,20,30,0.3,0.2,0.1,58,60,65,83,80,77
TRUE,"PzlqRdsHWN4",10,25,50,3.05,3.2,4,200000000000,400000000000,600000000000,17,20,30,31,25,15,84,82,80
TRUE,"POwX2LPx2pj",2,4,5,20,25,40,150000000,450000000,1000000000000,10,12,15,53,40,25,25,30,35
TRUE,"PigRGwrg4dh",0.2,0.5,2,3,2.5,2,3.5,3,2.5,2,4,5,1,2,4,65,63,55
TRUE,"PL0SkuvXK2f",0,1,2,3.25,4.1,5.3,22,26,34,0.1,0.06,0.03,31,29,20,77,80,84
TRUE,"P7omHY3ct0n",0,1,2,2.5,3,4,60000000,100000000,200000000,0.03,0.03,0.02,40,60,40,75,80,85
TRUE,"PIhwuBSzSNx",0,2,7,10.5,12.5,16,2500000,5000000,4000000000,0.03,0.02,0.01,51,55,53,86,84,82
TRUE,"PdXrlvslrqe",0,0,1,3.04,3.5,5.21,25000000,80000000,10000000000,0.01,0.005,0.0003,54,49,38,81,84,69
TRUE,"PTmLNPammOX",1,3,5,3,3,3,5000000,10000000,30000000,0.1,0.1,0.1,25,30,35,90,90,90
TRUE,"PhUdns6O9Fp",0,0,0,3.5,5,5.75,20000000000,75000000000,200000000000,0.03,0.025,0.02,33,30,27,85,83,80
TRUE,"PhuEnQRJ1qi",0,1,4,3,2,0.5,25000000000,30000000000,35000000000,0.01,0.001,0.00001,20,15,6,79,80,87
TRUE,"PY3FL516EZq",1,4,11,12,20,50,4000000,10000000,8000000,0.2,0.1,0.01,30,23,15,75,77,89
TRUE,"PkDToTW3b7V",0,0,1,401,565,682,15000000000,25000000000,35000000000,2,5,1,32,25,19,76,72,88
TRUE,"PWg6PWPjw1F",1,2,4,3.1,3.5,4,40000000,50000000,100000000,15,20,35,45,43,40,85,87,87
TRUE,"P0ny1TCAvKB",0,0,0,6.5,13,25,150000000000,300000000000,1000000000000,0.01,0,0,40,50,60,89,80,75
TRUE,"PNl5wL64TFX",2,10,30,3.4,4,5.3,250000000,500000000,1000000000,0.01,0.05,0.023,23,37,41,85,93,87
TRUE,"Pelrn5FZLse",0,0,1,2.85,2.5,1.8,640000000,200000000000,250000000000,0.0002,0.000004,0.000001,52,48,38,82,80,90
TRUE,"PMKzBhSlDS4",0,0,0.1,3.3,3.8,5,20000000,40000000,70000000,0.01,0.005,0.001,30,25,20,84,78,75
TRUE,"Pk239z0fB5X",2,10,30,5.5,6,7,10000000,100000000,500000000,3,0.8,0.3,32,36,38,84,86,88
TRUE,"PrkDZuA2BNZ",1,3,4,3,2.8,2.5,4.5,3.8,3000000,0,0,0,32,28,10,83,85,88
TRUE,"P1B7umIbdbx",1,3,9,5,7,18,15000000000,60000000000,500000000000,2,1,0.005,47,53,50,80,60,50
TRUE,"PVosmGZv9pj",0,1,2,3.5,5,6,50000000,120000000,200000000,3,3,2,33,30,25,88,86,90
TRUE,"PTiazmklLak",0.5,0.5,0.1,6,8,15,8,80,80,0.01,0.01,0.01,53,55,25,80,85,90
TRUE,"PPOlG9fxwDP",0,0,1,4.2,5.1,8.7,200000000000,400000000000,1600000000000,0.02,0.01,0.002,35,40,50,82,80,70
TRUE,"Pga0JPs25H2",0,1,1,5,10,20,3000000,1.5,500000,0.01,0.01,0.01,34,30,25,85,86,85
TRUE,"P849mqKynDs",0,0,1,4.2,6.8,12.9,47000000,129000000,446500000,0.025,0.018,0.002,30,27,46,75,70,79
TRUE,"PezBnBVZmzw",1,1,2,2.9,3.1,3.3,400000000000000019058917376,500000000000000006643777536,2999999999999999778178897805312,0.03,0.01,0.005,35,30,25,88,87,86
TRUE,"PONFw0xdZo7",0,0,0,3.5,5,7,10000000,12000000,14000000,0.02,0.02,0.01,37,48,43,86,84,86
TRUE,"P98IG8qbTIO",1,3,10,10,18,30,100000,500000,1000000,10000,8000,1000,25,35,48,15,20,8
TRUE,"PiBELvmz2z3",0,0,2,3,2.8,2.2,17000000,25000000,40000000,17,22,38,43,50,65,90,90,90
TRUE,"PMNB4FmJgGC",0,0,1,4,5.5,7,5000000,7500000,15000000,0.03,0.02,0.01,45,40,30,80,78,78
TRUE,"PZ1ninjJMzo",0.01,0.02,0.04,3.8,5,9,200000000000,220000000000,180000000000,0.01,0.025,0.001,30,45,60,80,75,65
TRUE,"PM918M1uq2d",1,2,2,25,28,30,5000000,7000000,9000000,0.03,0.02,0.01,30,25,25,85,82,80
TRUE,"PzzQCluHShQ",0,0,1,2.8,2.5,1.8,91,182,500,0.3,0.5,0.7,35,45,55,82,78,70
TRUE,"PNS85pQ4X2C",0,1,5,5,12,25,40000000,60000000,150000000,20,30,50,35,35,20,90,90,90
TRUE,"PRBR0cx4uT2",0,0,1,3,4.3,9,40000000,150000000,750000000,0.02,0.01,0,54,58,46,82,78,72
TRUE,"PSsTvG5YCAS",0.01,0.005,0.007,5,10,40,10000000000,50000000000,100000000000,0.02,0.01,0.05,35,45,60,80,75,60
TRUE,"PK5qK5KS8kA",1,1,2,10,20,30,50000000,100000000,1000000000,0.02,0.01,0.001,55,60,75,85,84,80
TRUE,"PloaH2SSIhf",1,5,10,3,4,10,4000000,3750000,3000000,0.03,0.02,0.02,35,38,55,85,89,94
TRUE,"PVSKpCkExL0",0,0,0,3.1,3.4,4.2,6000000,4000000,4000000,0.02,0.01,0.005,31,26,15,82,85,90
TRUE,"PbWib0O2fTq",0,0,2,4,5,8,40,80,200,0.01,0.001,0.00001,30,20,10,86,84,80
TRUE,"PGB68Rs9d9y",2,4,7,5,7.5,15,100000000000,130000000000,80000000000,0.3,0.02,0.01,35,38,45,15,12,8
TRUE,"P35TgXdm2Lz",0,0,1,3.5,4.5,8,100000000,200000000,500000000,0.06,0.05,0.09,35,32,20,80,78,85
TRUE,"P5gINAmxjmu",2,3,5,12,15,20,200,400,800,1500,2352,3532,34,46,73,7,23,45
TRUE,"PZM580b9bs7",1,7,27,3.29,3.29,3.29,15000000,15000000,15000000,0.006,0.001,0.0005,33,33,33,95,95,95
TRUE,"P6QlZ1K0b7e",3,4,5,3.2,3.3,3.5,40,50,60,14.2,14.1,14,40,38,35,83,85,86
TRUE,"PewCd1TYTl6",0,0,1,3.02,5,7,4600000,5000000,6000000,0.2,0.1,0.05,33,35,40,85,83,80
TRUE,"PHvfvu1xLgK",0,0,0.5,3.7,4.5,5.5,40000000,45000000,55000000,0.03,0.02,0.01,33,34,35,85,84,80
TRUE,"PAcqC2HHaqX",0,1,10,2.8,8,20,100000000,10000000000,1000000000000,0.02,0.0002,0.0000002,28,40,30,82,88,95
TRUE,"PVpsBfQGDx0",0,0,0,16,26,34,4600000,5200000,8400000,0.4,0.3,0.1,33,45,50,80,70,80
TRUE,"PaSR5AiUZfQ",3,6,15,9.5,13.5,18.9,250000000000,350000000000,550000000000,1400,1800,2800,48,42,38,55,65,75
TRUE,"PGzpaFdmFrn",2,10,30,8,10,20,15,26,47,0.003,0.00003,0.000000000001,35,42,55,80,72,60
TRUE,"PvEVUVXwe8v",0.3,1,1,3.07,5,8.8,200000000,2000000000,200000000000,0.03,0.01,0.009,35,45,60,85,87,89
TRUE,"PHj4cdtWjbe",0.1,0.2,0.4,3.29,4.44,6.1,10000000,60000000,100000000,0.03,0.03,0.01,36,38,42,80,86,76
TRUE,"PCq1b7N7SoY",1,3,5,5,10,25,40000000,60000000,85000000,0.02,0.01,0.01,55,65,75,85,80,75
TRUE,"PfMktC80jHN",1,5,12,3.02,2.9,2.8,15000000,35000000,75000000,0.02,0.01,0.01,35,46,67,43,40,22
TRUE,"PGIuyquCqg2",0,0,1,4.2,6.4,9,500000000,10000000000,50000000000,0.02,0.01,0.01,35,40,40,38,42,49
TRUE,"PzyuMiWY4Jq",0,0,1,5,7,10,7000000,35000000,45000000,0.009,0.003,0.0009,35,45,30,82,80,70
TRUE,"PRHEjWp63MD",0,1,1,3.8,3.9,4,5000000,10000000,20000000,10,8,6,40,45,60,70,68,60
TRUE,"PAxSjato1xK",0.5,1,2,3,5,10,15000000,200000000000,200000000000000,0.01,0.01,0.001,30,25,20,84,82,75
TRUE,"PQrzduCnl8H",0.1,0.5,0.5,3,3.2,3,80000000,50000000,35000000,0.02,0.5,1,50,50,40,75,60,40
TRUE,"P5kUmCxDC1h",0.05,0.05,0.1,3.02,3.25,4.55,25000000,22000000,20000000,0.02,0.01,0.005,34,38,32,50,50.5,51.5
TRUE,"P1RDHxomVYE",0,0,1,25,45,67,150000000,1000000000,50000000000,4,7.5,10,43,49,50,45,51,65
TRUE,"PINmlbwkrOe",0,0,0,3.5,4,3,12000000,40000000,80000000,0.02,0.001,0.00001,30,20,40,88,88,82
TRUE,"PMaQQX8GD9q",0,0.3,1,3.8,5,10,25000000000,200000000000,400000000000,0.05,0.02,0.01,35,30,25,85,87,86
TRUE,"PnEgBM0rrux",0,1,3,3.2,3.7,5,1000000000,5000000000,50000000000,0.01,0.005,0.002,75,80,75,85,94,90
TRUE,"PMdeUrwfM44",30,25,20,3,3.4,5,200000000000,300000000000,1000000000000,0.01,0.005,0.005,30,25,10,90,95,95
TRUE,"PpZsji3qrTS",0,0,2,7,11,21,6000000,12000000,21000000,12,14,18,3,9,14,78,74,71
TRUE,"Pp5GE31PfhI",15,20,25,5,7,11,10000000,13000000,15000000,3,8,9,6,10,12,6,8,10
TRUE,"PhYQIb4XzOA",0,0,1,3.1,3.7,3.9,20000000000,200000000000,1000000000000,0.03,0.02,0.01,37,50,57,80,74,69
TRUE,"PWgpknKoS8L",1,1,2,3.25,4.15,6.32,4.8,5.8,12.9,0.02,0.01,0.01,33,28,18,85,80,69
TRUE,"PPYSQLBCrS7",0,0,1,3.1,3.56,6.34,38000000,430000000,510000000,0.05,0.03,0.01,30,25,18,80,76,69
TRUE,"P95S2Bfl4FS",0.02,0.01,0.01,3.5,3.6,4.3,15000000000,200000000000,300000000000,0.03,0.01,0.01,55,52,48,82,85,85
TRUE,"P7BTKYgoEn2",1,5,10,3.5,4,6,150,60,30,0.01,0.005,0.001,45,46,45,84,80,79
TRUE,"PtWhGuZlYGx",0,0,1,3.4,4,5.5,10,10,12,0.009,0.005,0.0008,30,28,25,92,90,90
TRUE,"PGirSmcR7br",0,0,1,15,20,40,10000000,25000000,100000000,0.01,0.005,0.001,53,55,60,60,60,60
TRUE,"P4UwLl2wr2k",1,2,4,3.5,7,25,200000000000,240000000000,350000000000,800000,700000,200000,40,35,20,20,22,24
TRUE,"PD7RgfjyyI6",0,0,3,3,6.5,35,6000000,15000000,90000000,0.03,0.008,0.0000000000001,53,58,80,82,77,90
TRUE,"Pf1gY1yTK52",0.5,1.5,5,3.3,3.6,5,0.6,1000000000,5000000000,0.003,0.001,0.00001,40,49,55,65,60,50
TRUE,"PvsYd9YDYku",0.001,0.005,0.01,4,5.5,10,25000000,50000000,10000000000,0.01,0.01,0.01,32,29,26,85,82,83
TRUE,"Pce0g3WPqHT",0,0,1,4.3,5.1,6,100000000000,200000000000,300000000000,0.03,0.02,0.01,55,60,65,84,80,73
TRUE,"PmuAYNBTtsB",1,5,10,4.5,6.5,10,5500000,7000000,16000000,0.02,0.01,0,45,40,30,85,88,92
TRUE,"PyRdIFnPE8y",0,0,1,3.1,3.5,4,15000000,25000000,35000000,0.02,0.01,0.005,34,36,25,88,86,85
TRUE,"PsdrRhvb1Du",0,1,3,5,10,30,3000000000000,5000000000000,10000000000000,5,3,1,33,25,10,30,30,20
TRUE,"Pew6tv2zzQO",0,0,0,3.2,3.9,4.8,100000000,200000000,500000000,0.01,0.001,0.0001,57,60,63,84,82,81
TRUE,"P3fnbgDMBVn",0,0,1,3.6,4.8,10,30,50,70,0.01,0.003,0.0001,31,28,12,80,75,80
TRUE,"P0bSwwIzhsR",0,1,2,3.4,4.6,8.2,1000000000,36000000000,200000000000,0.00000005,0.000000018,0.00000000000044,30,27,17,84,82,80
TRUE,"PgrlzMGGNsW",0,0,1,3.4,3.9,5,12,15,25,0.01,0.005,0.0001,46,40,35,88,88,90
TRUE,"PyETKBMBZ9t",0,0,1,3.01,3.09,3.18,5000000,6000000,12000000,0.025,0.022,0.02,34,43,53,92,90,94
TRUE,"PO1W0Dqi2Nk",0,0.01,0.01,4.2,5,6.5,15000000,240000000,35000000000,0.0075,0.001875,0.0000000001,30,2,54,84,86.5,90
TRUE,"PRFWyTfX6rA",5,5,10,40,45,60,15000000,50000000,100000000,0.03,0.03,0.01,40,50,55,50,45,40
TRUE,"PzEROqVPlJa",1,2,1,50,75,80,100,1000,1000,1,2,3,75,50,20,75,70,70
TRUE,"PxBmA2ImOCd",0,1,6,6,9,12,150000000000,300000000000,500000000000,1,4,7,35,38,44,NA,NA,NA
TRUE,"PSaYtnHnXrj",0,0,0,3.8,5.11,9,4600000,12600000,12600000,0.001,0.0001,100,35,30,18,84,89,86
TRUE,"P8NFjUiCaGn",0,1,1,6,10,14,30000000,1000000000,20000000000,0.05,0.03,0.01,40,22,19,75,88,92
TRUE,"PlcpCISuhXg",0.01,0.1,1,4,5,7,12000000,15000000,20000000,0.0002,0.000004,0.000000000007,30,20,5,84,89,92
TRUE,"P61hIJf7NIC",1,3,7,2.95,3.35,4.5,1000000000,2000000000,5000000000,22000,18000,12000,48,52,55,75,60,55
TRUE,"PrF4izfPZSs",1,1,1,3.1,4,7.5,12000000,20000000,40000000,0.02,0.01,0.01,35,40,50,84,83,80
TRUE,"Psp3J8DeFqz",0.4,1.2,2.1,3.88,5.4,8.5,17.3,40.7,77.5,0.02,0.005,0.001,54,61,49,81,82,86
TRUE,"PVrQfLnJ7cX",0,0,1,3,3,4,10000000,10000000,20000000,0.02,0.015,0.01,40,35,30,80,80,83
TRUE,"P5NJDrEZ8eh",2,5,12,4.03,10.5,26.5,15000000,32000000,74000000,1750,1200,900,53,65,75,87,84,90
TRUE,"P6fE2JvvrRM",0.1,0.5,2,3.2,3.8,8,60000000,300000000,2500000000,0.02,0.01,0.0001,60,40,20,78,62,42
TRUE,"PzD5sWZOadM",0,1,2,3.5,4,5,20,25,40,0.02,0.01,0.005,30,28,20,85,85,85
TRUE,"PRwNoTEod8G",0,1,2,5,7,10,7000000,15000000,45000000,0.03,0.01,0.005,53,54,60,82,60,20
TRUE,"Pi3GS2ktt2H",35,40,50,15,25,40,25000000000,50000000000,80000000000,0.02,0.01,0.0099,30,40,50,90,92,95
TRUE,"PJgHqwBi2Xu",0.05,5,30,3.09,5,30,35000000,45000000,100000000,0.01,0.005,0.0005,45,40,60,16,20,40
TRUE,"PFXnBLumyjq",0,0,1,3.6,4,6,50000000,100000000,300000000,0.03,0.02,0.01,40,50,60,84,82,75
TRUE,"Peo00AHtfnx",0,0,1,4.05,6,26,300000000,3000000000,12000000000,0.02,0.01,0,35,38,47,82,77,68
TRUE,"PiieEEHACyW",1,2,5,3.2,4,5,40,45,60,0.2,0.1,0.05,35,36,36.5,86,85,83
TRUE,"PBA5i64MmOZ",1,1,2,80,85,90,2000000,400000,600000,500,400,50,60,50,40,70,60,50
TRUE,"PuoPDCDeM96",0,5,10,3.2,5,8,5000000,10000000,15000000,0.01,0.01,0,50,55,60,82,80,75
TRUE,"P3YGCAJPCFA",4,8,20,12,15,20,1000000,10000000,20000000,3,5,8,60,50,30,70,80,80
TRUE,"PHxVhbKhqvm",0.001,0.001,0.01,3.55,4.2,5.8,15000000,300000000,20000000000,0.02,0.01,0.005,32,29,20,85,89,90
TRUE,"PEOMqt82fPB",0,2,5,4,6,10,6000000,10000000,15000000,0.1,0.05,0.001,50,55,65,85,87,89
TRUE,"PVjuG2FZBBg",0,2,5,5,8,16,1000000000,25000000000,100000000000,20,18,10,40,35,30,70,78,85
TRUE,"PKJhah3ZSvo",0,1,1,4.5,5,6.5,1500000000,200000000000,1000000000000,0.01,0.01,0.01,53,50,53,80,88,85
TRUE,"PyQ1nm0OscF",0,0,1,3.1,5.75,7,20000000000,30000000000,40000000000,0.02,0.015,0.01,33,40,35,90,86,88
TRUE,"PDsY8FABQWU",0,0,0,6,8,12,20000000000,100000000000,1000000000000,0.01,0.001,0.0001,29,30,30,88,91,90
TRUE,"PfT5iMseqi1",10,10,0.01,5,5,10,10,10,15,10,15,10,5,10,5,5,5,5
TRUE,"PfIy4wYFDq9",1,1,1,3,3,2.5,400000000,2000000000,2000000000,0.02,0.02,0.02,35,40,45,75,75,65
TRUE,"PBJDuJXejNI",0,0,1,3.6,5.3,22,50000000,200000000000,200000000000,0.003,0.0003,0.00000003,32,20,8,86,83,80
TRUE,"PunAPhXnhzX",0,0,0,3,6,4,154,300,300,0.01,0.005,0.001,28,17,10,50,40,25
TRUE,"P3zF3dhA0pL",0,1,3,3,5,10,70000000,150000000,1000000000000,0.05,0.001,0.0000001,35,40,60,80,65,60
TRUE,"PhRBubtEZI5",0,0,1,3.01,3.9,4.56,5000000,8000000,15000000,700,600,450,32,28,15,83,81,85
TRUE,"PqDqwJ845jn",1,3,1,60,70,80,20,30,50,0.8,1,1.2,10,15,40,56,60,80
TRUE,"PCoequ1tizF",1,2,5,3.2,4,7.5,50000000,100000000,500000000,600,500,400,35,55,45,83,80,86
TRUE,"PAv0MZqR0eM",0,0,1,4,5,8,10000000,200000000000,1000000000000,0.005,0.0001,0.00000001,40,75,90,85,83,78
TRUE,"PmxOzeNHPn6",0,0,0,3.1,3.5,4.5,100000000,20000000000,40000000000,0.01,0,0,50,45,42,82,76,80
TRUE,"P7CIRzrolWu",0.1,0.1,0.1,2.8,3.5,4,200000000000,100000000000,80000000000,0.35,0.3,0.2,38,40,30,80,75,80
TRUE,"PreIldCq881",0,0,1,3.07,3.14,3.21,189000000000,200000000000,230000000000,0.02,0.01,0.005,55,57,67,85,88,91
TRUE,"PCrsD4NtpMJ",0,0,1,4,5,10,4000000,6000000,15000000,0.02,0.01,0.005,43,33,5,86,88,94
TRUE,"PJcP9uQ0OHK",2,4,6,14,16,25,25000000,50000000,75000000,0.005,0.002,0.001,20,30,40,30,30,30
TRUE,"PasNngiWtLm",1,2,5,4,7,12,5000000,7000000,15000000,0.03,0.005,0.001,15,25,35,84,80,75
TRUE,"PGE1BT1KLfg",15,30,80,9,11,15,4400000000,18000000000,1200000000000,0,0,0,30,20,10,70,72,75
TRUE,"Pz0LrIWau7V",0,0,0,12,15,50,10000000000,2000000000000,4000000000000,80,10,1,45,50,75,75,75,75
TRUE,"PLUr38nfvsm",0,0,1,3.5,5,15,20000000,35000000,45000000,0.03,0.02,0.01,42,48,52,75,80,65
TRUE,"PKMwhAnjQsT",0,0,1,3.05,3.06,3.1,25000000,50000000,100000000,0.03,0.02,0.01,46,43,49,85,83,81
TRUE,"PcVrDwBEJAW",0,0,0,3.5,6,8,900000000,90000000000,584000000000,17.5,18.5,21,30,26,20,86,88,88
TRUE,"PAuUS3lBNMO",1,5,10,20,40,60,50000000000,200000000000,300000000000,0.03,0.02,0.01,45,35,20,80,60,50
TRUE,"Ph7hgeAcKeJ",0,0,0,3.6,4.8,5.07,10000000,15000000,50000000,0.05,0.03,0.01,50,44,40,84,83,83
TRUE,"PiQOLKNb5mQ",0,0,0,3,6,8,200000000000,200000000000,250000000000,0.001,0.0001,0.00000001,40,40,30,90,90,90
